0.598067,0.491551,0.597388,0.492014,0.597292,0.489698,0.595260,0.482175,0.589845,0.461574,0.578046,0.444560,0.556092,0.435880,0.518955,0.437847,0.478337,0.463658,0.442360,0.500117,0.412282,0.546643,0.384429,0.600116,0.368084,0.655903,0.350774,0.668867,0.346422,0.671528,0.351838,0.647338,0.365281,0.594097,0.392263,0.529630,0.425339,0.476043,0.458123,0.439700,0.492649,0.417709,0.527370,0.429050,0.555029,0.453936,0.579981,0.472455,0.597678,0.484606,0.605803,0.473958,0.600485,0.455093,0.581431,0.433102,0.556190,0.412731,0.526401,0.404166,0.493133,0.406365,0.463830,0.431713,0.439942,0.476158,0.414796,0.525348,0.392843,0.576851,0.379690,0.621990,0.371082,0.642129,0.368858,0.637846,0.370309,0.613773,0.378626,0.577315,0.397680,0.537731,0.421276,0.490277,0.449612,0.452545,0.479498,0.429746,0.511702,0.431250
0.557976,0.535576,0.561132,0.535575,0.565103,0.536794,0.569785,0.539108,0.576299,0.541057,0.583326,0.532043,0.579659,0.532164,0.567138,0.532773,0.548102,0.533261,0.524483,0.532528,0.498014,0.528386,0.467271,0.528265,0.435815,0.529970,0.408023,0.535087,0.387559,0.536062,0.380128,0.537768,0.385116,0.541179,0.393057,0.543251,0.403441,0.543007,0.418609,0.540205,0.438970,0.537403,0.465337,0.532530,0.491500,0.531555,0.512369,0.532896,0.527843,0.532772,0.537311,0.534845,0.539347,0.536794,0.539245,0.538132,0.532730,0.540570,0.522853,0.538986,0.508705,0.534235,0.490685,0.530336,0.468594,0.528387,0.446095,0.529118,0.426143,0.532894,0.412197,0.533260,0.404561,0.536429,0.405578,0.538743,0.413519,0.539962,0.425634,0.538986,0.439377,0.538744,0.453934,0.537524,0.468798,0.534721,0.486308,0.533991,0.502698,0.532894
0.580984,0.698586,0.581087,0.698953,0.580068,0.698100,0.579456,0.695053,0.578539,0.681531,0.577318,0.653022,0.572024,0.613060,0.566731,0.564815,0.557975,0.503168,0.549120,0.440911,0.543113,0.381093,0.537004,0.326875,0.531609,0.282407,0.527537,0.254507,0.521327,0.254144,0.515830,0.268397,0.521429,0.293616,0.521634,0.334672,0.527130,0.384747,0.530796,0.435551,0.532527,0.485990,0.541484,0.538376,0.548814,0.585770,0.557875,0.624878,0.563677,0.657773,0.570296,0.680068,0.570090,0.686768,0.570092,0.676535,0.564186,0.652656,0.560725,0.615375,0.557467,0.567738,0.550952,0.517544,0.542909,0.469786,0.533035,0.424220,0.521430,0.378898,0.513590,0.340276,0.513998,0.314814,0.504632,0.314448,0.507687,0.316642,0.509723,0.335283,0.515423,0.366960,0.521633,0.402777,0.528759,0.446394,0.535174,0.489035,0.540773,0.525342
0.560391,0.287679,0.559532,0.287549,0.558349,0.286780,0.557382,0.286392,0.555341,0.285364,0.552224,0.284207,0.547496,0.281894,0.539868,0.279063,0.529229,0.276106,0.516226,0.273662,0.501719,0.271732,0.484849,0.269676,0.467117,0.269290,0.448206,0.271219,0.430261,0.274307,0.411777,0.281250,0.393509,0.289351,0.376531,0.297069,0.359016,0.307484,0.342575,0.319316,0.328282,0.334233,0.317752,0.346451,0.307973,0.363554,0.300558,0.381688,0.294434,0.399563,0.290886,0.418468,0.290244,0.440716,0.291317,0.461419,0.295938,0.481867,0.303029,0.503086,0.313025,0.521090,0.322587,0.540253,0.333978,0.555555,0.346551,0.572146,0.360521,0.585392,0.375886,0.598893,0.391576,0.611112,0.407371,0.618957,0.423169,0.629116,0.438535,0.638246,0.450356,0.645062,0.463679,0.653549,0.472492,0.660751,0.481196,0.667309,0.486891,0.673869
0.419406,0.285622,0.419514,0.285623,0.419622,0.284594,0.420589,0.284336,0.421557,0.284337,0.423597,0.282922,0.427250,0.280992,0.432516,0.277906,0.440256,0.275848,0.449709,0.274304,0.461853,0.272891,0.475284,0.272376,0.492047,0.273148,0.510531,0.276107,0.529980,0.281507,0.549754,0.289095,0.568557,0.299125,0.586072,0.313014,0.601225,0.327933,0.615303,0.345293,0.629271,0.364326,0.641952,0.382331,0.652267,0.400977,0.660543,0.420653,0.668170,0.440330,0.671823,0.461806,0.672792,0.481996,0.671717,0.501158,0.668816,0.518774,0.662691,0.533436,0.655062,0.548353,0.645820,0.560056,0.634536,0.572533,0.621212,0.584491,0.608532,0.592465,0.595960,0.600308,0.581882,0.606738,0.567161,0.613040,0.552225,0.618313,0.537395,0.621656,0.523319,0.623200,0.510317,0.624615,0.499356,0.626028,0.490007,0.626029,0.482269,0.626416
0.547593,0.378166,0.547489,0.377680,0.546981,0.377435,0.545861,0.376338,0.542808,0.372320,0.535681,0.365132,0.524076,0.356360,0.508501,0.347587,0.490583,0.342226,0.472565,0.337963,0.452713,0.336013,0.432659,0.336258,0.412297,0.339059,0.395703,0.336743,0.379925,0.343203,0.364755,0.355141,0.355187,0.382797,0.343480,0.405093,0.333504,0.432505,0.327802,0.460282,0.326275,0.490253,0.330143,0.520223,0.340527,0.549708,0.354067,0.577851,0.371984,0.602096,0.390206,0.624025,0.404357,0.634746,0.426957,0.644127,0.450677,0.651317,0.475518,0.660453,0.497608,0.662525,0.517866,0.661185,0.539141,0.651437,0.561437,0.638037,0.581288,0.619641,0.599002,0.597588,0.611830,0.574075,0.620789,0.550926,0.625471,0.527168,0.622926,0.504874,0.618648,0.482335,0.609589,0.463328,0.599918,0.447125,0.594320,0.433725,0.591164,0.419347
0.729032,0.559870,0.728945,0.560711,0.728505,0.560712,0.728328,0.559974,0.727361,0.561133,0.726657,0.561027,0.725515,0.560080,0.724461,0.559974,0.721206,0.560502,0.716897,0.559554,0.712503,0.559343,0.706260,0.559553,0.699226,0.558817,0.692017,0.557976,0.683577,0.557029,0.673994,0.556081,0.664322,0.554503,0.652893,0.553767,0.640849,0.552820,0.628540,0.551662,0.615439,0.550505,0.602163,0.549453,0.588271,0.548505,0.574029,0.547244,0.559434,0.546508,0.545015,0.545560,0.530509,0.544404,0.514067,0.543140,0.498418,0.541877,0.482329,0.540825,0.466590,0.540300,0.451027,0.539984,0.435203,0.537879,0.419378,0.536827,0.403640,0.535459,0.388077,0.533565,0.373044,0.530408,0.357658,0.528093,0.343327,0.529355,0.328380,0.528302,0.314050,0.526620,0.301302,0.523989,0.289520,0.522305,0.278971,0.521044,0.268860,0.519885
0.585300,0.759027,0.585591,0.758449,0.585397,0.758103,0.585590,0.757522,0.584719,0.756828,0.584719,0.755325,0.583269,0.753588,0.583462,0.750462,0.583173,0.745255,0.581045,0.739699,0.579111,0.732639,0.577080,0.724885,0.574469,0.716898,0.573115,0.707060,0.571953,0.696064,0.570406,0.684722,0.568666,0.672569,0.567795,0.660879,0.566635,0.648148,0.564893,0.636343,0.564507,0.624421,0.564218,0.610300,0.564024,0.596296,0.563152,0.581250,0.562765,0.566088,0.561895,0.550462,0.561606,0.534606,0.561316,0.518519,0.560638,0.502083,0.559768,0.486228,0.558222,0.470371,0.557253,0.455208,0.555803,0.438889,0.555126,0.423265,0.553385,0.408218,0.552417,0.392939,0.550195,0.379166,0.548260,0.364583,0.547195,0.349885,0.545746,0.335995,0.545165,0.322802,0.544294,0.311574,0.543424,0.301504,0.542553,0.291783,0.541392,0.281250
0.589829,0.513071,0.588692,0.512936,0.588465,0.512527,0.586643,0.511846,0.585619,0.508443,0.586531,0.508170,0.586415,0.510756,0.584025,0.505445,0.582775,0.507080,0.581181,0.505581,0.581636,0.504357,0.583002,0.503539,0.581411,0.495779,0.579247,0.495915,0.580386,0.497412,0.579019,0.492919,0.575492,0.491830,0.573898,0.490059,0.571851,0.489652,0.571282,0.493737,0.573445,0.492239,0.572876,0.490740,0.571852,0.488289,0.571396,0.485157,0.569235,0.483660,0.568210,0.489925,0.566388,0.488291,0.565593,0.488426,0.563431,0.487608,0.565024,0.483251,0.561270,0.481753,0.557288,0.481754,0.558425,0.486792,0.561953,0.480393,0.560703,0.482162,0.556036,0.485702,0.555238,0.487065,0.557744,0.483797,0.556378,0.487609,0.555126,0.484613,0.554784,0.486111,0.555354,0.485295,0.553874,0.479576,0.554670,0.485157,0.553645,0.479302
0.593810,0.602293,0.593166,0.595460,0.592704,0.591490,0.592705,0.587853,0.591876,0.583223,0.588100,0.577051,0.581469,0.571208,0.578614,0.561398,0.577047,0.556327,0.574559,0.552579,0.570139,0.546959,0.560652,0.544973,0.548587,0.544532,0.537811,0.552800,0.528507,0.571097,0.520218,0.591049,0.514600,0.600528,0.511008,0.602071,0.504743,0.595018,0.496085,0.581791,0.489546,0.566357,0.484203,0.551257,0.479876,0.536045,0.474994,0.524691,0.470756,0.515652,0.467257,0.508928,0.463480,0.507496,0.457770,0.513559,0.452519,0.526345,0.449849,0.540455,0.448742,0.557100,0.444045,0.579475,0.435756,0.600420,0.426729,0.615850,0.418717,0.625662,0.412454,0.624670,0.407664,0.614308,0.409505,0.597774,0.409045,0.572530,0.408952,0.546627,0.406741,0.526015,0.403242,0.508929,0.399651,0.500221,0.395322,0.505291,0.388782,0.514220
